"sample_id","D_level","sample_num","transect","Depth (m)","Mean time of deposition","Duration","Diatom_Symmetric_Biraphid_spp.","Diatom_Symmetric_Biraphid_Craticula_spp.","Diatom_Symmetric_Biraphid_Navicula_spp.","Diatom_Symmetric_Biraphid_Geissleria_spp.","Diatom_Symmetric_Biraphid_Anomoeneis_spp.","Diatom_Symmetric_Biraphid_Anomoeneis_sculpta","Diatom_Symmetric_Biraphid_Aneumastus_psuedotusculus","Diatom_Symmetric_Biraphid_Pseudofallacia_spp.","Diatom_Asymmetric_Biraphid_spp.","Diatom_Asymmetric_Biraphid_Amphora_spp.","Diatom_Asymmetric_Biraphid_Amphora_coffeaeformis","Diatom_Asymmetric_Biraphid_Amphora_copulata","Diatom_Asymmetric_Biraphid_Cymbella_spp.","Diatom_Asymmetric_Biraphid_Cymbella_cymbiformis","Diatom_Asymmetric_Biraphid_Encyonema_spp.","Diatom_Asymmetric_Biraphid_Encyonema_auerswaldii","Diatom_Asymmetric_Biraphid_Gomphoneis_spp.","Diatom_Asymmetric_Biraphid_Semivanis_eulensteinii","Diatom_Araphid_spp.","Diatom_Araphid_Fragilaria_vaucheriae","Diatom_Araphid_Fragilariales_spp.","Diatom_Araphid_Licmophora_spp.","Diatom_Araphid_Odontidium_spp.","Diatom_Araphid_Punctastriata_mimetica","Diatom_Araphid_Pseudostaurosira_brevistriata","Diatom_Araphid_Pseudostaurosira_trainorii","Diatom_Araphid_Staurosira_construens_construens","Diatom_Araphid_Staurosira_construens_binodis","Diatom_Araphid_Staurosira_construens_venter","Diatom_Araphid_Staurosirella_spp.","Diatom_Araphid_Staurosirella_leptostauron_leptostauron","Diatom_Araphid_Staurosirella_leptostauron_dubia","Diatom_Araphid_Staurosirella_pinnata","Diatom_Araphid_Tetracyclus_spp.","Diatom_Araphid_Tetracyclus_glans","Diatom_Centric_spp.","Diatom_Centric_Actinocyclus_spp.","Diatom_Centric_Alveophora_americana","Diatom_Centric_Aulacoseira_spp.","Diatom_Centric_Aulacoseira_ambigua","Diatom_Centric_Aulacoseira_canadensis","Diatom_Centric_Aulacoseira_nivaloides","Diatom_Centric_Aulacoseira_pusilla","Diatom_Centric_Aulacoseira_subarctica","Diatom_Centric_Aulacoseira_tenella","Diatom_Centric_Chaetoceros_spp.","Diatom_Centric_Cyclostephanos_tholiformis","Diatom_Centric_Cyclotella_spp.","Diatom_Centric_Lindavia_rossii","Diatom_Centric_Pliocaenicus_spp.","Diatom_Centric_Stephanodiscus_spp.","Diatom_Monoraphid_spp.","Diatom_Monoraphid_Cocconeis_spp.","Diatom_Monoraphid_Planothidium_apiculatum","Diatom_Monoraphid_Planothidium_delicatulum","Diatom_Eunotioid_spp.","Diatom_Eunotioid_Eunotia_spp.","Diatom_Eunotioid_Semiorbis_spp.","Diatom_Epithemioid_spp.","Diatom_Epithemioid_Epithemia_gibberula","Diatom_Epithemioid_Epithemia_musculus","Diatom_Epithemioid_Rhopalodia_spp.","Diatom_Nitzschioid_spp.","Diatom_Nitzschioid_Nitzschia_fonticola","Diatom_Surirelloid_spp.","Diatom_Surirelloid_Surirella_amphioxys","Diatom_Unidentified_A","Diatom_Unidentified_B","Diatom_Unidentified_C","Diatom_Unidentified_D","Diatom_Unidentified_E","Diatom_Unidentified_F","Diatom_Unknown_Diatom","Diatom_Unknown_Diatom fragment","Phytolith_Acicular","Phytolith_Acute","Phytolith_Acute_Arcuate","Phytolith_Bilobate","Phytolith_Blocky","Phytolith_Brachiate","Phytolith_Bulliform_flabellate","Phytolith_Elongate_Crenate","Phytolith_Elongate","Phytolith_Elongate_Dentate","Phytolith_Elongate_Entire_type_1","Phytolith_Elongate_Entire_type_2","Phytolith_Elongate_Sinuate","Phytolith_Geniculate","Phytolith_Oblong_Psilate","Phytolith_Polygonal_Tabular_type_1","Phytolith_Polygonal_Tabular_type_2","Phytolith_Polyhedral_Sclereid","Phytolith_Rondel","Phytolith_Saddle","Phytolith_Spheroid_Granulate","Phytolith_Spheroid_Psilate","Phytolith_Spheroid_Ornate","Phytolith_Spheroid_Plicate","Phytolith_Tracheary_annulate","Phytolith_Cross","Phytolith_Unknown","Others_Sponge spicule","Others_Charred","Others_Granules","Others_Undetermined_G","Others_Undetermined_H","Others_Undetermined_I","Others_Undetermined_J","Others_Undetermined_K","Others_Undetermined_L"
"D23_2_T1_LAC","D23","2","T1",34.483819,99377,1291,NA,NA," 3",NA,NA,NA,NA,NA,NA,NA," 1",NA,NA,NA,NA,NA,NA,NA,NA,NA," 3",NA,NA," 8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA," 3",NA," 3"," 1",NA," 2",NA,NA,NA,NA,NA," 1",NA,NA,NA,NA,NA,NA,NA,NA," 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA," 1",NA,NA," 2",NA," 1",NA,"17",NA,NA,NA,NA," 9",NA,NA,NA,NA,NA," 2",NA,NA,NA,NA,NA,NA,NA,NA
"D23_2_T2_LAC","D23","2","T2",34.483819,99377,1291,NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  1",NA," 18",NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 15",NA,NA,NA,NA,"  1","  4","  3","  1",NA,"  2",NA," 29",NA,"  1",NA,"  2","  6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D23_2_T3_LAC","D23","2","T3",34.483819,99377,1291,NA,NA,"  9",NA,NA,NA,NA,NA,"  1",NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  7",NA,NA,NA,NA,NA,"  9",NA,"  6","  4",NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 16",NA,NA,NA,NA,NA,"  4",NA,NA,NA,"  1",NA," 26",NA,NA,NA,"  1","  5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2"
"D23_2_T4_LAC","D23","2","T4",34.483819,99377,1291,NA,"  1"," 11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,"  9",NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 17",NA,NA,NA,NA,NA,"  6",NA,"  6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 13","  1",NA,NA,NA,"  1","  4",NA,"  1",NA,"  3",NA," 25",NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D23_3_T1_LAC","D23","3","T1",34.483819,99377,1291,NA,NA,"  9",NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,"  4",NA,NA,NA,NA,"  1",NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,"  4",NA," 18",NA,NA,NA,NA,NA," 11",NA,"  7","  2",NA,"  1",NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 13","  1",NA,NA,NA,"  1","  5","  1","  1",NA,"  1",NA," 24",NA,"  1",NA,NA,"  3",NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA
"D23_3_T2_LAC","D23","3","T2",34.483819,99377,1291,NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,"  3","  1"," 16",NA,NA,NA,NA,NA," 13",NA,"  5","  2",NA,"  2",NA,NA,"  4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9","  1",NA,NA,NA,NA,"  4",NA,"  1",NA,"  2",NA," 28",NA,NA,NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D23_3_T3_LAC","D23","3","T3",34.483819,99377,1291,NA,NA," 14",NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA," 16",NA,NA,NA,NA,"  4"," 12",NA,"  2","  3",NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  7",NA,NA,NA,NA,"  1","  3",NA,"  1",NA,NA,NA," 17",NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA
"D23_3_T4_LAC","D23","3","T4",34.483819,99377,1291,NA,NA,"  8",NA,NA,NA,NA,NA,NA,NA," 13",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,"  5",NA,NA,NA,NA,NA," 12",NA,"  4","  4",NA,"  1",NA,NA,NA,"  2",NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6",NA,NA,NA,NA,"  1","  2",NA,"  1",NA,NA,NA," 21",NA,NA,NA,NA,"  7",NA,NA,NA,NA,NA,"  8",NA,NA,NA,NA,NA,NA,NA,NA
"D23_4_T1_LAC","D23","4","T1",34.483819,99377,1291,NA,NA,"  7",NA,NA,NA,NA,NA,NA,NA,"  3",NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  8",NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,"  3",NA," 16",NA,NA,NA,"  1",NA,"  1",NA,NA,"  1",NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 13",NA,NA,NA,NA,"  1","  4",NA,"  1",NA,NA,NA," 53",NA,NA,NA,NA,"  7",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA
"D23_4_T2_LAC","D23","4","T2",34.483819,99377,1291,NA,"  2","  7",NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9",NA,NA,"  6",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  2"," 18",NA,NA,NA,"  1",NA,"  4",NA,"  1",NA,NA,"  2",NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 15",NA,NA,NA,NA,"  2","  8",NA,"  1",NA,NA,NA," 39",NA,NA,NA,NA,"  3","  3",NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA
"D23_4_T3_LAC","D23","4","T3",34.483819,99377,1291,NA,"  2","  5",NA,NA,NA,NA,NA,NA,NA,"  3",NA,"  1",NA,NA,NA,NA,NA,"  9",NA," 12",NA,NA,"  4",NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA," 18",NA,NA,NA,"  1",NA,"  6",NA,"  2",NA,NA,"  2",NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6",NA,NA,NA,NA,NA,"  5",NA,"  1",NA,NA,NA," 24",NA,NA,NA,NA,"  7","  1",NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA
"D23_4_T4_LAC","D23","4","T4",34.483819,99377,1291,NA,NA,"  8",NA,NA,NA,NA,NA,NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,"  3","  1",NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,"  8",NA,NA,NA,NA,NA,"  8",NA,"  1","  1",NA,"  6",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 15",NA,NA,NA,NA,"  1","  2",NA,"  1",NA,NA,"  1"," 32",NA,NA,NA,"  1","  5",NA,NA,NA,NA,NA,"  4",NA,NA,NA,NA,NA,NA,NA,NA
"D24_L387_T1_LAC","D24","L387","T1",35.153182,101306,1622,NA,NA,"  8",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 30",NA,NA,NA,NA,"  1","  6",NA,"  1","  5",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 16","  1",NA,NA,NA,"  2","  3",NA,"  3",NA,"  1","  3","  3",NA,NA,NA,"  2","  5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D24_L387_T2_LAC","D24","L387","T2",35.153182,101306,1622,NA,NA,"  7",NA,NA,NA,NA,NA,NA,NA,"  2",NA,"  3",NA,NA,NA,NA,NA,"  2",NA,"  4",NA,NA,"  9",NA,NA,NA,NA,NA,NA,NA,NA,"  2","  1",NA,NA,NA,NA," 28",NA,NA,NA,NA,NA,"  6",NA,"  6","  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 11",NA,NA,NA,NA,"  2","  5",NA,NA,NA,NA,"  1","  2",NA,NA,NA,"  3","  4","  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D24_L387_T3_LAC","D24","L387","T3",35.153182,101306,1622,NA,NA," 12",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  4",NA,"  2",NA,NA,"  9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 31",NA,"  3",NA,NA,NA,"  2",NA,"  1","  2",NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5",NA,NA,NA,NA,"  1","  7",NA,"  1",NA,"  1","  4","  6",NA,NA,NA,"  3","  4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D24_L387_T4_LAC","D24","L387","T4",35.153182,101306,1622,NA,NA,"  8",NA,NA,NA,NA,NA,NA,NA,"  1",NA,"  2",NA,NA,NA,NA,NA,"  7",NA,"  5",NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  3"," 28",NA,NA,NA,NA,NA," 12",NA,"  4","  1",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1","  5",NA,NA,NA,NA,"  3","  3",NA,"  2",NA,NA,"  4","  1",NA,NA,NA,"  2","  5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1"
"D24_L397_T1_LAC","D24","L397","T1",35.153182,101306,1622,NA,NA," 10",NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,"  3",NA," 13",NA,NA," 29",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,"  1",NA," 13",NA,NA,NA,NA,NA,"  1",NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,"  1",NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5",NA,NA,NA,NA,NA,"  3",NA,"  1",NA,NA," 10","  4",NA,"  1",NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D24_L397_T2_LAC","D24","L397","T2",35.153182,101306,1622,NA,"  2"," 23",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  4",NA,"  8",NA,NA," 19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  7",NA,NA,NA,NA,"  1","  6",NA,"  3","  2",NA,NA,NA,NA,"  1",NA,NA,"  1",NA,NA,NA,"  1",NA,"  4",NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  8",NA,NA,NA,NA,NA,"  3",NA,"  1",NA,"  1","  5",NA,NA,NA,NA,"  1","  5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D24_L397_T3_LAC","D24","L397","T3",35.153182,101306,1622,NA,NA," 13",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  2",NA,"  5",NA,NA," 21",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,"  2","  1"," 13",NA,NA,NA,NA,NA,"  2",NA,"  7",NA,NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6",NA,NA,NA,NA,"  1","  4",NA,NA,NA,"  1","  7","  3",NA,NA,NA,"  6","  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D24_L397_T4_LAC","D24","L397","T4",35.153182,101306,1622,NA,"  2"," 17",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  5",NA,"  7",NA,NA," 23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 11",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,"  2",NA,NA,NA,NA,NA,"  2",NA,NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 10",NA,NA,NA,NA,NA,"  4",NA,NA,NA,"  3","  4","  9",NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1"
"D24_L469_T1_LAC","D24","L469","T1",35.153182,101306,1622,NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1"," 24",NA,NA,NA,NA,"  5"," 18",NA,"  4",NA,NA,NA,NA,NA,NA,NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 13",NA,NA,NA,NA,NA,"  8",NA,"  5",NA,"  2",NA,"  2",NA,NA,NA,"  4","  4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D24_L469_T2_LAC","D24","L469","T2",35.153182,101306,1622,NA,NA," 13",NA,NA,NA,NA,NA,NA,NA,"  2",NA,"  2",NA,NA,NA,NA,NA,"  1",NA,"  9",NA,NA,"  3",NA,NA,NA,NA,NA,"  1",NA,NA,NA,"  2","  2",NA,NA,"  1"," 23",NA,NA,NA,NA,"  1","  7",NA,"  2","  3",NA,NA,NA,NA,NA,NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6",NA,NA,NA,NA,"  1","  7",NA,NA,NA,"  2","  7",NA,NA,NA,NA,"  5","  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D24_L469_T3_LAC","D24","L469","T3",35.153182,101306,1622,NA,"  2","  8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,"  8",NA,NA,"  4",NA,NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,"  3"," 27",NA,NA,NA,NA,"  3","  7",NA,"  4",NA,NA,NA,NA,NA,NA,NA,NA,"  6",NA,NA,NA,NA,NA,"  2",NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  8",NA,NA,NA,NA,"  1","  3",NA,"  2",NA,"  3","  1","  7",NA,NA,NA,"  2","  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D24_L469_T4_LAC","D24","L469","T4",35.153182,101306,1622,NA,NA," 17",NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,"  3",NA,"  8",NA,NA,"  7",NA,NA,NA,NA,NA,NA,NA,NA,"  4",NA,NA,NA,NA,"  2"," 17",NA,NA,NA,NA,"  3","  7",NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,"  4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 13",NA,NA,NA,NA,"  5","  3",NA,"  2",NA,"  2","  6","  2",NA,NA,NA,"  3","  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D25_L2742_T1_LAC","D25","L2742","T1",37.118243,106969,983,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,"  4",NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,"  3"," 34",NA,"  1",NA,NA,NA,"  5",NA,"  1","  1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 12",NA,NA,NA,NA,NA,"  4",NA,"  1",NA,"  2",NA,NA,NA,NA,NA,"  1"," 11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D25_L2742_T2_LAC","D25","L2742","T2",37.118243,106969,983,NA,NA," 10",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  2",NA,"  5",NA,NA,"  9",NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA," 25",NA,"  1",NA,NA,NA,"  4",NA,"  2","  2",NA,NA,NA,NA,NA,NA,"  3","  2",NA,NA,NA,"  2",NA,NA,NA,NA," 18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 11",NA,NA,NA,NA,"  1","  3",NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,"  5",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA
"D25_L2742_T3_LAC","D25","L2742","T3",37.118243,106969,983,NA,NA,"  4",NA,NA,NA,NA,NA,NA,NA,"  2",NA,"  2",NA,NA,NA,NA,NA,NA,"  1","  7",NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,"  1",NA," 23",NA,NA,NA,NA,"  3"," 10",NA,"  5",NA,NA,NA,NA,NA,NA,NA,"  1","  2",NA,NA,NA,NA,NA,NA,NA,NA," 15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  8",NA,NA,NA,NA,NA,"  5",NA,NA,NA,"  1","  1",NA,NA,NA,NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D25_L2742_T4_LAC","D25","L2742","T4",37.118243,106969,983,NA,NA," 11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  7",NA,"  6",NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,"  2"," 22",NA,NA,NA,NA,NA,"  8",NA,"  2","  2",NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,"  1",NA,NA," 16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  7",NA,NA,NA,NA,NA,"  4",NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,"  8",NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA
"D25_L3220_T1_LAC","D25","L3220","T1",37.118243,106969,983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,NA,NA," 11",NA,NA,"  8",NA,NA,NA,NA,NA,NA,NA,NA,"  4",NA,NA,NA,"  1",NA," 16",NA,NA,NA,NA,"  1"," 12",NA,"  1","  2",NA,NA,NA,NA,NA,NA,NA,"  6",NA,NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9",NA,NA,NA,NA,"  1","  5",NA,"  4",NA,"  1",NA,NA,NA,"  1",NA,"  7"," 20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D25_L3220_T2_LAC","D25","L3220","T2",37.118243,106969,983,NA,NA,"  4",NA,NA,NA,NA,NA,NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,"  4",NA,"  7",NA,NA,"  5",NA,NA,NA,NA,NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  1"," 19",NA,NA,NA,NA,"  1","  5",NA,"  2","  3",NA,NA,NA,NA,NA,NA,NA,"  4",NA,NA,NA,NA,NA,"  1",NA,NA,"  7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1","  8",NA,NA,NA,NA,NA,"  2",NA,"  1",NA,NA,NA,NA,NA,NA,NA,"  1"," 22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"D25_L3220_T3_LAC","D25","L3220","T3",37.118243,106969,983,NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,"  6",NA,NA,"  3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 34",NA,NA,NA,NA,"  1","  4",NA,"  2",NA,NA,NA,NA,NA,NA,NA,NA,"  2",NA,NA,NA,NA,NA,"  1",NA,NA,"  5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  7",NA,NA,NA,NA,NA," 15",NA,"  1",NA,"  2",NA,NA,NA,NA,NA,"  3"," 25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1"
